SourceEntityPath;SourceEntityType;EntityLinkType;LinkedEntityPath;LinkedEntityType
\Modèle Objets Métier - MOM\Collaborateur\Caractéristiques Collaborateur Interne\Informations collaborateur interne\Date de naissance du collaborateur interne;\Univers\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Collaborateur\Caractéristiques Collaborateur Interne\Identité Collaborateur\Etat civil du collaborateur\Date de naissance du collaborateur interne;\Univers\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Caractéristiques spécifiques\Spécifique Garantie\Date de notification de l'autorisation de garantie;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Flux financiers\Encaissements\Date de prélèvement;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Caractéristiques spécifiques\Spécifique Garantie\Date de prélèvement commission de garantie;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Informations de gestion\Echéancier - Loyers\Date de première échéance;\Univers\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Caractéristiques spécifiques\Spécifique Garantie\Date de saisie de l'événement contentieux ou de la mise en jeu;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Caractéristiques spécifiques\Spécifique Garantie\Date de saisie de l'indemnisation;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Caractéristiques générales\Informations de contractualisation\Date de signature avec prise en compte événement dans les SIG;\Univers\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Tiers\Notations - scores\Scores intrinsèques au Tiers\Date de sortie du motif de risque;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Instrument Financier\Détention\Portefeuille\Date de sortie du portefeuille;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Tiers\Notations - scores\Scores intrinsèques au Tiers\Date de sortie du sous-statut de performance;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Instrument Financier\Détention\Portefeuille\Date de sortie investissement;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Caractéristiques spécifiques\Spécifique Garantie\Date de soumission de la demande de MEJ;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Instrument Financier\Informations de gestion\Valorisation\Date de valeur investissement;\Univers\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Informations de gestion\Eléments financiers\Date de validité d'une CHB;\Univers\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Caractéristiques générales\Informations de contractualisation\Préfinancement\Date de validité majoration préfinancement;\Univers\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Instrument Financier\Informations de gestion\Valorisation\Date dernière valorisation;\Univers\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Caractéristiques spécifiques\Spécifique Garantie\Date des récupérations;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Instrument Financier\Détention\Position\Date émission;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Instrument Financier\Détention\Position\Date entrée porteur;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Caractéristiques générales\Document du contrat\Date envoi en signature;\Univers\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Caractéristiques spécifiques\Spécifique Garantie\Date étape de traitement de la mise en jeu;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Caractéristiques générales\Document du contrat\Date expiration demande signature;\Univers\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Tiers\Notations - scores\Scores liés à l'octroi\Date note de projet;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Tiers\Notations - scores\Scores liés à l'octroi\Date note de transaction;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Caractéristiques générales\Document du contrat\Date refus demande signature;\Univers\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Caractéristiques générales\Informations de contractualisation\Date signature contrat;\Univers\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Flux financiers\Décaissements\Date valeur Décaissement;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Caractéristiques générales\Informations de contractualisation\Paramètres taux et marge\Date validité de la marge;\Univers\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Caractéristiques générales\Informations de contractualisation\Paramètres taux et marge\Date validité du taux;\Univers\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Collaborateur\Caractéristiques Transverses Collaborateurs\Rattachement\Délégation Territoriale;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Collaborateur\Caractéristiques Collaborateur Interne\Informations collaborateur interne\Demande de dispense d'adhésion à la surcomplémentaire;\Univers\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Informations de gestion\Eléments financiers\Dépréciations au titre du risque de crédit (Provisions);\Univers\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Caractéristiques générales\Informations de contractualisation\Dérogation;\Univers\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Sûretés\Informations sûretés\Dérogation;\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Opportunité d'expérimentation\Proposition de valeur\Description de l'expérience client;\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Opportunité d'expérimentation\Proposition de valeur\Description de l'opportunité pour le client;\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Opportunité d'expérimentation\Proposition de valeur\Description des bénéfices et impacts sociaux, sociétaux, environnementaux;\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Opportunité d'expérimentation\Proposition de valeur\Description des bénéfices et impacts sur l'organisation;\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Opportunité d'expérimentation\Sources de données concernées\Description des sources de données;\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Opportunité d'expérimentation\Sources de données concernées\Description des types de sources de données;\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Opportunité d'expérimentation\Proposition de valeur\Description des usages identifiés;\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Opportunité d'expérimentation\Proposition de valeur\Description du client final;\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Compte\Gestion des accès\Rôle\Rôle simple\Description du rôle simple;\Univers\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Offre - Produit - Service\Caractéristiques Offre Commerciale\Catégorisation de l'offre\Description Offre Commerciale;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Opportunité d'expérimentation\Caractéristiques opportunité\Description problématique;\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Collaborateur\Caractéristiques Collaborateur Interne\Informations collaborateur interne\Désignation bénéficiaire prévoyance;\Univers\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Instrument Financier\Caractéristiques générales\Devise de référence\Devise de référence;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Caractéristiques générales\Informations signalétiques\Devise de référence du contrat;\Univers\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Collaborateur\Caractéristiques Collaborateur Interne\Informations collaborateur interne\Diplôme;\Univers\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Collaborateur\Caractéristiques Transverses Collaborateurs\Rattachement\Direction Régionale;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Instrument Financier\Détention\Position\Dividende;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Caractéristiques spécifiques\Spécifique Garantie\Durée de la garantie;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Caractéristiques spécifiques\Spécifique Garantie\Durée de validité de l'accord de garantie;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Informations de gestion\Eléments financiers\Encours;\Univers\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Dossier\Caractéristiques Générales\Informations signalétiques\Encours net de la demande de restructuration;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Instrument Financier\Détention\Position\Engagement / souscription;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Sûretés\Bien\Equipement\Rachat équipement\Engagement rachat équipement;\Univers\Univers\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Tiers\Informations de Durabilité\Catégories de durabilité du tiers\Catégorie de durabilité\Entreprise en transition;\Univers\Univers\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Opportunité d'expérimentation\Proposition de valeur\Estimation du nombre d'utilisateurs;\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Opportunité d'expérimentation\Caractéristiques opportunité\Expérimentations connexes identifiées;\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Informations de gestion\Eléments financiers\Exposition globale brute;\Univers\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Instrument Financier\Caractéristiques générales\Hiérarchie instrument financier\Famille d'instrument;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Offre - Produit - Service\Caractéristiques Offre Commerciale\Catégorisation de l'offre\Famille Offre Commerciale;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Tiers\Données descriptives spécifiques\Autres Informations Personne Morale\Flag coté / non coté;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Sûretés\Eligibilité sûretés\Flag d'éligibilité règlementaire de la sûreté;\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Sûretés\Eligibilité sûretés\Flag éligibilité comptable de la sûreté;\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Sûretés\Eligibilité sûretés\Flag éligibilité contentieux de la sûreté;\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Sûretés\Eligibilité sûretés\Flag éligibilité étude de la sûreté;\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Sûretés\Eligibilité sûretés\Flag éligibilité gestion normale de la sûreté;\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Caractéristiques générales\Informations de contractualisation\Flag taux d'intérêt plancher;\Univers\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Opportunité d'expérimentation\Documents Opportunité\Foire aux questions;\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contact\Rattachement\Rattachement à une Personne Morale\Fonction contact;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Instrument Financier\Caractéristiques générales\Hiérarchie instrument financier\Fonds d'investissement;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Tiers\Données descriptives spécifiques\Autres Informations Personne Morale\Forme juridique;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Caractéristiques générales\Informations de contractualisation\Frais de dossier commercial;\Univers\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Caractéristiques générales\Informations de contractualisation\Fréquence de révision du taux d'intérêt;\Univers\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
